---SFT---,
MeasureDate:,20250722_163039,
CWFi:,5,
CCWFi:,5,
CWfii:,5,
CCWfii:,4,
CWfl:,6,
CCWfl:,5,
CWfk:,1,
CCWfk:,1,
CWFiValue:,24.1,
CCWFiValue:,18.2,
CWfiiValue:,11.17,
CCWfiiValue:,7.68,
CWflValue:,23.12,
CCWflValue:,18.13,
CWfkValue:,2.83,
CCWfkValue:,2.54,
BacklashMeanValue:,96.52,
BacklashDiffValue:,16.06,
BacklashMaxValue:,102.97,
BacklashMinValue:,86.92,
CWTotalTime:,21.1226349,
CCWTotalTime:,21.1253035,
XAxisLocation:,28.256,
YAxisLocation:,35.258,
ZAxisLocation:,0,
XAxisRelLocation:,23.958,
YAxisRelLocation:,30.96,
ZAxisRelLocation:,0,
JudgeResult:,6,
,CWResultXArray,CWResultYArray,CCWResultXArray,CCWResultYArray,BacklashXArray,BacklashYArray,
SFT:,132.7,-15.707963267944603,132.902,-105.41788682045471,132.7,89.7099235525101,
SFT:,133.266,-15.707963267944603,133.465,-105.06882097006424,133.266,89.36085770211963,
SFT:,133.815,-15.707963267944603,133.652,-104.71975511965383,133.815,89.01179185170922,
SFT:,134.377,-15.358897417553974,134.205,-104.71975511966362,134.377,89.36085770210964,
SFT:,134.935,-16.05702911834514,134.766,-104.71975511965383,134.935,88.66272600130868,
SFT:,135.498,-15.358897417544059,135.325,-104.71975511965383,135.498,89.36085770210977,
SFT:,135.865,-15.707963267954518,135.856,-104.71975511965383,135.865,89.01179185169931,
SFT:,136.421,-15.707963267944603,136.427,-105.41788682045471,136.421,89.7099235525101,
SFT:,136.976,-16.05702911834514,136.962,-105.76695267085532,136.976,89.70992355251018,
SFT:,137.152,-15.707963267944603,137.315,-105.76695267085532,137.152,90.05898940291071,
SFT:,137.726,-16.406094968745652,137.974,-106.81415022204703,137.726,90.40805525330138,
SFT:,138.282,-15.358897417553974,138.477,-107.16321607245742,138.282,91.80431865490344,
SFT:,138.841,-15.707963267954518,138.662,-107.16321607245742,138.841,91.45525280450289,
SFT:,139.22,-15.358897417553974,139.226,-107.51228192284826,139.22,92.15338450529428,
SFT:,139.756,-15.009831567153466,139.786,-107.86134777324887,139.756,92.8515162060954,
SFT:,140.311,-14.660765716752927,140.341,-108.55947947404972,140.311,93.8987137572968,
SFT:,140.866,-15.009831567153466,140.909,-109.60667702524145,140.866,94.59684545808798,
SFT:,141.42,-14.311699866352386,141.478,-109.95574287564206,141.42,95.64404300928967,
SFT:,141.986,-14.311699866352386,141.849,-109.95574287564206,141.986,95.64404300928967,
SFT:,142.373,-14.311699866352386,142.402,-110.30480872603256,142.373,95.99310885968018,
SFT:,142.911,-13.962634015951844,142.951,-110.30480872604232,142.911,96.34217471009048,
SFT:,143.471,-13.264502315160708,143.335,-110.65387457644293,143.471,97.38937226128222,
SFT:,143.66,-13.264502315150795,143.896,-110.30480872603256,143.66,97.04030641088177,
SFT:,144.196,-12.217304763959122,144.448,-109.60667702525122,144.196,97.3893722612921,
SFT:,144.754,-13.613568165551337,144.994,-108.90854532445034,144.754,95.294977158899,
SFT:,145.311,-13.61356816556125,145.183,-108.90854532444024,145.311,95.294977158879,
SFT:,145.867,-13.962634015951844,145.737,-108.21041362364912,145.867,94.24777960769727,
SFT:,146.418,-13.61356816556125,146.288,-107.86134777324887,146.418,94.24777960768762,
SFT:,146.972,-14.311699866352386,146.842,-107.51228192285801,146.972,93.20058205650562,
SFT:,147.348,-14.311699866362298,147.41,-107.16321607244764,147.348,92.85151620608534,
SFT:,147.901,-14.311699866352386,147.965,-106.81415022205717,147.901,92.50245035570478,
SFT:,148.454,-13.962634015961793,148.339,-106.46508437165656,148.454,92.50245035569476,
SFT:,148.835,-13.962634015961793,148.895,-106.11601852125592,148.835,92.15338450529413,
SFT:,149.394,-14.311699866352386,149.455,-106.11601852125592,149.394,91.80431865490354,
SFT:,149.968,-13.962634015951844,149.636,-105.76695267085532,149.968,91.80431865490347,
SFT:,150.143,-13.962634015951844,150.183,-106.11601852125592,150.143,92.15338450530407,
SFT:,150.707,-13.962634015951844,150.73,-105.41788682045471,150.707,91.45525280450286,
SFT:,151.277,-13.613568165551337,151.295,-105.06882097005443,151.277,91.45525280450309,
SFT:,151.827,-13.962634015951844,151.659,-104.71975511965383,151.827,90.75712110370198,
SFT:,152.38,-13.613568165551337,152.218,-104.71975511965383,152.38,91.10618695410248,
SFT:,152.935,-13.264502315160708,152.768,-104.37068926926335,152.935,91.10618695410264,
SFT:,153.49,-13.61356816556125,153.314,-104.37068926926335,153.49,90.7571211037021,
SFT:,153.871,-13.61356816556125,153.883,-104.02162341886275,153.871,90.4080552533015,
SFT:,154.424,-13.264502315160708,154.42,-104.37068926925323,154.424,91.10618695409252,
SFT:,154.983,-13.61356816556125,154.989,-104.37068926926335,154.983,90.7571211037021,
SFT:,155.164,-12.915436464750252,155.367,-104.71975511965383,155.164,91.80431865490357,
SFT:,155.727,-13.264502315160708,155.923,-105.41788682045471,155.727,92.153384505294,
SFT:,156.276,-12.915436464760166,156.483,-106.11601852125592,156.276,93.20058205649576,
SFT:,156.837,-12.566370614359663,156.664,-105.76695267085532,156.837,93.20058205649565,
SFT:,157.399,-12.217304763959122,157.22,-106.11601852125592,157.399,93.8987137572968,
SFT:,157.965,-12.217304763959122,157.774,-106.46508437165656,157.965,94.24777960769744,
SFT:,158.335,-12.217304763959122,158.341,-107.16321607245742,158.335,94.9459113084983,
SFT:,158.898,-11.519173063158036,158.886,-108.21041362364912,158.898,96.69124056049108,
SFT:,159.449,-11.519173063167987,159.276,-108.55947947404972,159.449,97.04030641088174,
SFT:,159.626,-11.170107212767444,159.825,-108.55947947403996,159.626,97.38937226127251,
SFT:,160.375,-11.170107212767444,160.4,-108.55947947404972,160.375,97.38937226128228,
SFT:,160.92,-10.47197551196636,160.956,-109.25761117484085,160.92,98.78563566287448,
SFT:,161.475,-9.773843811165312,161.337,-109.25761117484085,161.475,99.48376736367554,
SFT:,161.645,-9.773843811175224,161.894,-108.55947947404972,161.645,98.7856356628745,
SFT:,162.203,-9.075712110374178,162.439,-107.86134777324887,162.203,98.78563566287468,
SFT:,162.767,-9.424777960764771,162.995,-107.16321607245742,162.767,97.73843811169264,
SFT:,163.318,-9.773843811175224,163.18,-106.81415022205717,163.318,97.04030641088194,
SFT:,163.889,-9.773843811175224,163.738,-106.46508437165656,163.889,96.69124056048133,
SFT:,164.427,-10.122909661565853,164.29,-106.11601852125592,164.427,95.99310885969007,
SFT:,164.984,-9.773843811175224,164.843,-105.76695267085532,164.984,95.99310885968009,
SFT:,165.373,-10.122909661565853,165.394,-105.41788682045471,165.373,95.29497715888886,
SFT:,165.933,-10.122909661565853,165.953,-105.06882097006424,165.933,94.94591130849838,
SFT:,166.495,-10.122909661565853,166.323,-105.06882097006424,166.495,94.94591130849838,
SFT:,166.67,-9.773843811165312,166.876,-104.37068926926335,166.67,94.59684545809804,
SFT:,167.231,-10.122909661565853,167.433,-104.71975511965383,167.231,94.59684545808797,
SFT:,167.793,-9.424777960774685,167.985,-104.37068926926335,167.793,94.94591130848866,
SFT:,168.348,-9.773843811175224,168.177,-104.37068926926335,168.348,94.59684545808813,
SFT:,168.899,-9.424777960764771,168.911,-104.02162341886275,168.899,94.59684545809797,
SFT:,169.283,-9.424777960764771,169.458,-103.67255756846214,169.283,94.24777960769737,
SFT:,169.833,-9.424777960764771,169.631,-103.3234917180615,169.833,93.89871375729673,
SFT:,170.39,-9.075712110364229,170.203,-103.3234917180615,170.39,94.24777960769728,
SFT:,170.95,-9.075712110364229,170.769,-102.62536001727041,170.95,93.54964790690619,
SFT:,171.319,-8.726646259963724,171.305,-102.2762941668698,171.319,93.54964790690607,
SFT:,171.881,-9.075712110374178,171.876,-102.2762941668698,171.881,93.20058205649562,
SFT:,172.432,-9.075712110364229,172.435,-102.2762941668698,172.432,93.20058205650557,
SFT:,172.987,-8.72664625997364,172.994,-102.97442586766124,172.987,94.2477796076876,
SFT:,173.163,-8.72664625997364,173.371,-102.97442586767104,173.163,94.24777960769741,
SFT:,173.719,-8.72664625997364,173.92,-103.67255756846214,173.719,94.9459113084885,
SFT:,174.273,-8.72664625997364,174.484,-103.67255756846214,174.273,94.9459113084885,
SFT:,174.827,-8.377580409573095,174.662,-103.67255756846214,174.827,95.29497715888904,
SFT:,175.385,-8.028514559172555,175.226,-104.02162341886275,175.385,95.9931088596902,
SFT:,175.947,-8.028514559172555,175.786,-104.71975511966362,175.947,96.69124056049107,
SFT:,176.336,-8.028514559182502,176.363,-104.71975511966362,176.336,96.69124056048112,
SFT:,176.883,-7.679448708781962,176.892,-106.11601852125592,176.883,98.43656981247396,
SFT:,177.437,-7.3303828583814195,177.468,-106.11601852125592,177.437,98.78563566287451,
SFT:,177.997,-6.981317007980879,177.831,-106.11601852125592,177.997,99.13470151327505,
SFT:,178.179,-6.981317007980879,178.388,-106.11601852125592,178.179,99.13470151327505,
SFT:,178.732,-6.632251157580372,178.941,-106.11601852125592,178.732,99.48376736367555,
SFT:,179.48,-6.283185307179831,179.323,-105.76695267085532,179.48,99.48376736367548,
SFT:,179.665,-5.93411945677929,179.878,-105.06882097005443,179.665,99.13470151327515,
SFT:,180.218,-5.235987755978241,180.44,-104.37068926926335,180.218,99.13470151328511,
SFT:,180.766,-4.886921905577699,180.625,-104.37068926926335,180.766,99.48376736368566,
SFT:,181.319,-5.235987755978241,181.183,-103.67255756846214,181.319,98.4365698124839,
SFT:,181.885,-5.585053606378749,181.735,-102.97442586767104,181.885,97.3893722612923,
SFT:,182.445,-5.585053606378749,182.293,-102.97442586767104,182.445,97.3893722612923,
SFT:,182.992,-5.585053606378749,182.851,-102.62536001727041,182.992,97.04030641089166,
SFT:,183.378,-5.585053606378749,183.408,-101.92722831645942,183.378,96.34217471008067,
SFT:,183.941,-5.2359877559881545,183.97,-101.92722831646954,183.941,96.69124056048139,
SFT:,184.121,-5.585053606388696,184.338,-101.57816246606893,184.121,95.99310885968023,
SFT:,184.682,-5.585053606378749,184.885,-101.57816246606893,184.682,95.99310885969018,
SFT:,185.236,-4.886921905577699,185.454,-101.22909661567812,185.236,96.34217471010042,
SFT:,185.804,-5.2359877559881545,185.999,-101.22909661566831,185.804,95.99310885968016,
SFT:,186.357,-4.886921905587612,186.173,-100.88003076527784,186.357,95.99310885969022,
SFT:,186.916,-5.235987755978241,186.75,-100.53096491487723,186.916,95.29497715889899,
SFT:,187.472,-4.886921905587612,187.307,-100.53096491486708,187.472,95.64404300927947,
SFT:,187.844,-4.5378560551870715,187.868,-100.18189906447661,187.844,95.64404300928953,
SFT:,188.4,-4.188790204786565,188.427,-99.83283321407599,188.4,95.64404300928942,
SFT:,188.945,-4.5378560551870715,188.98,-99.48376736367572,188.945,94.94591130848865,
SFT:,189.499,-3.839724354386024,189.367,-99.48376736367572,189.499,95.6440430092897,
SFT:,189.872,-3.839724354395937,189.928,-99.48376736367572,189.872,95.64404300927978,
SFT:,190.442,-4.5378560551870715,190.476,-99.83283321407599,190.442,95.29497715888891,
SFT:,190.626,-4.5378560551870715,190.659,-99.48376736367572,190.626,94.94591130848865,
SFT:,191.175,-4.188790204786565,191.216,-99.83283321407599,191.175,95.64404300928942,
SFT:,191.736,-4.188790204786565,191.777,-100.1818990644668,191.736,95.99310885968023,
SFT:,192.283,-3.490658503985482,192.341,-100.88003076527784,192.283,97.38937226129235,
SFT:,192.854,-3.490658503995396,192.704,-100.53096491487723,192.854,97.04030641088184,
SFT:,193.408,-3.490658503985482,193.261,-100.88003076526769,193.408,97.3893722612822,
SFT:,193.966,-3.141592653594872,193.812,-100.88003076527784,193.966,97.73843811168297,
SFT:,194.342,-2.443460952793806,194.386,-101.57816246606893,194.342,99.13470151327513,
SFT:,194.901,-2.443460952793806,194.947,-101.92722831646954,194.901,99.48376736367574,
SFT:,195.457,-2.0943951023932756,195.327,-102.62536001727041,195.457,100.53096491487713,
SFT:,195.634,-2.0943951023932756,195.885,-102.62536001726063,195.634,100.53096491486735,
SFT:,196.186,-1.3962634016021307,196.431,-102.97442586767104,196.186,101.57816246606892,
SFT:,196.742,-1.0471975511916758,196.993,-102.97442586766124,196.742,101.92722831646957,
SFT:,197.31,-0.6981317008010653,197.172,-102.62536001727041,197.31,101.92722831646934,
SFT:,197.854,-0.349065850400531,197.734,-102.2762941668698,197.854,101.92722831646927,
SFT:,198.413,-0.6981317008010653,198.291,-101.57816246606893,198.413,100.88003076526786,
SFT:,198.98,-1.0471975511916758,198.835,-100.53096491487723,198.98,99.48376736368556,
SFT:,199.364,-1.3962634015922104,199.388,-100.18189906447661,199.364,98.7856356628844,
SFT:,199.918,-1.745329251992741,199.937,-99.48376736368552,199.918,97.73843811169277,
SFT:,200.481,-1.745329251992741,200.483,-99.48376736367572,200.481,97.73843811168298,
SFT:,200.662,-1.745329251992741,200.874,-99.13470151327512,200.662,97.38937226128238,
SFT:,201.22,-2.0943951023932756,201.434,-99.13470151327512,201.22,97.04030641088184,
SFT:,201.975,-2.0943951023932756,201.995,-98.78563566288429,201.975,96.69124056049101,
SFT:,202.157,-2.0943951023932756,202.371,-98.78563566288429,202.157,96.69124056049101,
SFT:,202.718,-2.0943951023932756,202.93,-98.43656981248402,202.718,96.34217471009075,
SFT:,203.27,-1.7453292520026618,203.308,-98.08750396208342,203.27,96.34217471008076,
SFT:,203.84,-2.0943951023932756,203.665,-97.73843811168281,203.84,95.64404300928953,
SFT:,204.396,-1.745329251992741,204.235,-98.08750396208342,204.396,96.34217471009067,
SFT:,204.947,-2.0943951023932756,204.797,-97.73843811168281,204.947,95.64404300928953,
SFT:,205.337,-2.443460952783886,205.355,-97.04030641088193,205.337,94.59684545809804,
SFT:,205.874,-3.490658503985482,205.911,-97.38937226128218,205.874,93.89871375729669,
SFT:,206.443,-4.886921905587612,206.477,-96.6912405604911,206.443,91.80431865490348,
SFT:,206.619,-6.283185307179831,206.857,-96.69124056048132,206.619,90.40805525330148,
SFT:,207.179,-7.679448708772048,207.409,-96.3421747100807,207.179,88.66272600130866,
SFT:,207.75,-8.377580409573095,207.959,-96.34217471009049,207.75,87.96459430051739,
SFT:,208.305,-9.075712110374178,208.14,-95.99310885968008,208.305,86.9173967493059,
SFT:,208.861,-8.377580409573095,208.696,-96.34217471009049,208.861,87.96459430051739,
SFT:,209.417,-6.981317007980879,209.249,-96.3421747100807,209.417,89.36085770209982,
SFT:,209.961,-4.886921905587612,209.824,-97.0403064108917,209.961,92.15338450530409,
SFT:,210.324,-2.443460952793806,210.38,-97.73843811168281,210.324,95.29497715888901,
SFT:,210.865,-0.349065850400531,210.943,-97.73843811168281,210.865,97.38937226128228,
SFT:,211.416,-0.349065850400531,211.495,-98.08750396208342,211.416,97.73843811168288,
SFT:,211.98,0,211.88,-98.43656981247389,211.98,98.43656981247389,
SFT:,212.358,0,212.449,-99.13470151328491,212.358,99.13470151328491,
SFT:,212.919,0,212.625,-99.13470151327512,212.919,99.13470151327512,
SFT:,213.488,0.349065850400531,213.199,-99.83283321407599,213.488,100.18189906447653,
SFT:,213.658,0.6981317008010653,213.752,-100.53096491487723,213.658,101.2290966156783,
SFT:,214.217,0.698131700791145,214.314,-100.53096491486708,214.217,101.22909661565824,
SFT:,214.765,1.0471975512015965,214.858,-100.18189906447661,214.765,101.2290966156782,
SFT:,215.327,1.3962634015922104,215.415,-99.48376736367572,215.327,100.88003076526793,
SFT:,215.88,2.0943951023932756,215.971,-99.13470151327512,215.88,101.2290966156684,
SFT:,216.446,2.443460952793806,216.351,-98.78563566287451,216.446,101.22909661566831,
SFT:,216.825,2.7925268031943418,216.893,-98.08750396208342,216.825,100.88003076527775,
SFT:,217.373,2.443460952793806,217.457,-97.38937226128218,217.373,99.83283321407598,
SFT:,217.94,1.745329251992741,217.826,-97.04030641088193,217.94,98.78563566287467,
SFT:,218.128,1.7453292520026618,218.384,-97.04030641088193,218.128,98.78563566288459,
SFT:,218.694,1.7453292520026618,218.942,-96.34217471009049,218.694,98.08750396209315,
SFT:,219.249,1.3962634015922104,219.497,-96.34217471009049,219.249,97.7384381116827,
SFT:,219.822,1.3962634015922104,219.68,-96.34217471009049,219.822,97.7384381116827,
SFT:,220.383,1.3962634015922104,220.236,-95.99310885968008,220.383,97.38937226127229,
SFT:,220.941,1.0471975511916758,220.786,-95.6440430092896,220.941,96.69124056048128,
SFT:,221.319,0.6981317008010653,221.347,-95.294977158889,221.319,95.99310885969007,
SFT:,221.874,1.3962634015922104,221.908,-95.294977158889,221.874,96.6912405604812,
SFT:,222.427,1.3962634016021307,222.462,-95.294977158889,222.427,96.69124056049112,
SFT:,222.988,1.3962634015922104,222.836,-94.94591130849852,222.988,96.34217471009073,
SFT:,223.173,1.3962634015922104,223.395,-94.5968454580979,223.173,95.99310885969011,
SFT:,223.728,1.3962634015922104,223.952,-94.59684545808811,223.728,95.99310885968032,
SFT:,224.292,1.745329251992741,224.133,-94.5968454580979,224.292,96.34217471009065,
SFT:,224.854,2.0943951023932756,224.685,-93.89871375729666,224.854,95.99310885968994,
SFT:,225.222,1.745329251992741,225.239,-94.24777960769728,225.222,95.99310885969003,
SFT:,225.771,2.0943951023932756,225.797,-93.54964790689641,225.771,95.64404300928969,
SFT:,226.332,1.745329251992741,226.352,-94.24777960769728,226.332,95.99310885969003,
SFT:,226.887,1.745329251992741,226.725,-94.59684545808811,226.887,96.34217471008085,
SFT:,227.439,2.0943951023932756,227.286,-94.24777960769728,227.439,96.34217471009056,
SFT:,227.989,1.745329251992741,227.84,-95.294977158889,227.989,97.04030641088174,
SFT:,228.36,2.0943951023932756,228.397,-95.6440430092896,228.36,97.73843811168288,
SFT:,228.925,2.443460952783886,228.956,-95.6440430092896,228.925,98.08750396207348,
SFT:,229.481,2.443460952793806,229.339,-95.6440430092896,229.481,98.0875039620834,
SFT:,229.661,2.443460952793806,229.898,-96.3421747100807,229.661,98.7856356628745,
SFT:,230.211,2.792526803184421,230.463,-96.69124056048132,230.211,99.48376736366573,
SFT:,230.764,2.792526803184421,230.646,-97.04030641088193,230.764,99.83283321406634,
SFT:,231.33,3.1415926535849517,231.191,-97.73843811168281,231.33,100.88003076526776,
SFT:,231.888,3.490658503985482,231.761,-98.43656981247389,231.888,101.92722831645938,
SFT:,232.441,3.490658503985482,232.325,-98.43656981247389,232.441,101.92722831645938,
SFT:,232.823,3.839724354386024,232.867,-98.08750396207364,232.823,101.92722831645966,
SFT:,233.381,3.839724354386024,233.408,-97.73843811168281,233.381,101.57816246606883,
SFT:,233.937,4.5378560551771585,233.964,-97.38937226128218,233.937,101.92722831645933,
SFT:,234.483,5.235987755978241,234.346,-97.04030641088193,234.483,102.27629416686017,
SFT:,234.855,5.585053606388696,234.908,-96.3421747100807,234.855,101.9272283164694,
SFT:,235.423,4.886921905587612,235.469,-95.99310885969021,235.423,100.88003076527782,
SFT:,235.985,5.235987755978241,235.651,-95.6440430092896,235.985,100.88003076526785,
SFT:,236.164,4.886921905587612,236.211,-95.6440430092896,236.164,100.53096491487722,
SFT:,236.731,4.886921905587612,236.955,-95.29497715889912,236.731,100.18189906448673,
SFT:,237.293,4.886921905577699,237.14,-94.94591130848839,237.293,99.83283321406608,
SFT:,237.86,4.5378560551771585,237.664,-94.94591130848839,237.86,99.48376736366555,
SFT:,238.414,4.886921905587612,238.249,-94.59684545808811,238.414,99.48376736367572,
SFT:,238.965,4.188790204786565,238.789,-94.2477796076875,238.965,98.43656981247408,
SFT:,239.34,4.188790204786565,239.339,-94.24777960769728,239.34,98.43656981248385,
SFT:,239.908,4.188790204786565,239.899,-93.89871375729666,239.908,98.08750396208323,
SFT:,240.472,4.188790204786565,240.465,-94.24777960769728,240.472,98.43656981248385,
SFT:,240.653,4.188790204786565,240.85,-94.2477796076875,240.653,98.43656981247408,
SFT:,241.208,4.188790204786565,241.407,-93.89871375729666,241.208,98.08750396208323,
SFT:,241.764,4.188790204786565,241.957,-93.54964790689641,241.764,97.73843811168298,
SFT:,242.324,4.5378560551771585,242.127,-93.2005820564958,242.324,97.73843811167296,
SFT:,242.873,4.188790204786565,242.69,-92.8515162060952,242.873,97.04030641088177,
SFT:,243.434,4.188790204786565,243.241,-92.85151620610529,243.434,97.04030641089186,
SFT:,243.983,4.5378560551870715,243.985,-93.20058205650557,243.983,97.73843811169264,
SFT:,244.364,4.188790204786565,244.169,-93.20058205650557,244.364,97.38937226129214,
SFT:,244.917,4.188790204786565,244.726,-93.2005820564958,244.917,97.38937226128238,
SFT:,245.49,4.188790204786565,245.28,-93.54964790689641,245.49,97.73843811168298,
SFT:,245.663,4.188790204786565,245.841,-94.24777960769728,245.663,98.43656981248385,
SFT:,246.402,4.188790204786565,246.388,-94.5968454580979,246.402,98.78563566288447,
SFT:,246.977,4.188790204786565,246.949,-94.5968454580979,246.977,98.78563566288447,
SFT:,247.143,4.5378560551870715,247.332,-94.94591130848839,247.143,99.48376736367547,
SFT:,247.702,4.188790204786565,247.89,-95.294977158889,247.702,99.48376736367557,
SFT:,248.246,4.886921905577699,248.454,-96.34217471009049,248.246,101.22909661566818,
SFT:,248.807,5.2359877559881545,248.636,-96.3421747100807,248.807,101.57816246606885,
SFT:,249.364,5.235987755978241,249.188,-96.69124056048132,249.364,101.92722831645956,
SFT:,249.926,5.585053606388696,249.747,-97.0403064108917,249.926,102.6253600172804,
SFT:,250.482,5.2359877559881545,250.31,-97.04030641088193,250.482,102.27629416687007,
SFT:,250.864,5.235987755978241,250.862,-97.38937226128218,250.864,102.62536001726042,
SFT:,251.427,5.585053606388696,251.436,-97.0403064108917,251.427,102.6253600172804,
SFT:,251.973,6.283185307179831,251.989,-96.34217471009049,251.973,102.62536001727032,
SFT:,252.155,5.93411945677929,252.363,-95.99310885969021,252.155,101.9272283164695,
SFT:,252.703,6.632251157580372,252.924,-95.294977158889,252.703,101.92722831646937,
SFT:,253.261,6.981317007980879,253.477,-95.294977158889,253.261,102.27629416686987,
SFT:,253.819,7.679448708781962,253.663,-94.94591130849852,253.819,102.62536001728049,
SFT:,254.375,6.981317007980879,254.229,-94.5968454580979,254.375,101.57816246607878,
SFT:,254.932,6.981317007980879,254.798,-94.94591130848839,254.932,101.92722831646927,
SFT:,255.317,6.981317007970964,255.362,-94.59684545808811,255.317,101.57816246605907,
SFT:,255.88,6.632251157580372,255.909,-94.2477796076875,255.88,100.88003076526788,
SFT:,256.43,6.283185307169917,256.454,-93.89871375729666,256.43,100.18189906446658,
SFT:,256.99,6.632251157580372,256.838,-94.24777960770739,256.99,100.88003076528776,
SFT:,257.362,6.283185307169917,257.384,-93.89871375729666,257.362,100.18189906446658,
SFT:,257.926,5.93411945677929,257.953,-93.89871375727712,257.926,99.83283321405641,
SFT:,258.49,5.93411945677929,258.329,-93.89871375729666,258.49,99.83283321407595,
SFT:,258.672,5.93411945677929,258.883,-93.2005820564958,258.672,99.13470151327509,
SFT:,259.229,5.585053606388696,259.443,-92.8515162060854,259.229,98.4365698124741,
SFT:,259.79,5.5850536063688345,259.995,-93.2005820564958,259.79,98.78563566286464,
SFT:,260.352,5.585053606388696,260.173,-92.85151620610529,260.352,98.43656981249399,
SFT:,260.912,5.93411945677929,260.731,-92.85151620610529,260.912,98.78563566288457,
SFT:,261.478,5.93411945677929,261.286,-92.50245035569458,261.478,98.43656981247386,
SFT:,261.857,5.93411945677929,261.849,-92.50245035569458,261.857,98.43656981247386,
SFT:,262.406,5.585053606388696,262.395,-92.50245035569458,262.406,98.08750396208328,
SFT:,262.97,5.5850536063688345,262.95,-93.2005820564958,262.97,98.78563566286464,
SFT:,263.148,5.5850536063688345,263.337,-93.54964790688628,263.148,99.13470151325511,
SFT:,263.699,5.5850536063688345,263.896,-94.24777960770739,263.699,99.83283321407622,
SFT:,264.249,5.5850536063688345,264.458,-94.24777960770739,264.249,99.83283321407622,
SFT:,264.807,5.93411945677929,264.637,-94.2477796076875,264.807,100.18189906446679,
SFT:,265.37,5.93411945677929,265.197,-94.2477796076875,265.37,100.18189906446679,
SFT:,265.928,5.585053606388696,265.748,-94.2477796076875,265.928,99.8328332140762,
SFT:,266.489,5.93411945677929,266.308,-93.89871375729666,266.489,99.83283321407595,
SFT:,266.864,6.283185307189744,266.854,-92.8515162060854,266.864,99.13470151327515,
SFT:,267.435,5.93411945677929,267.237,-93.2005820564958,267.435,99.13470151327509,
SFT:,267.981,6.283185307189744,267.8,-94.24777960770739,267.981,100.53096491489713,
SFT:,268.368,6.283185307189744,268.37,-95.99310885968008,268.368,102.27629416686982,
SFT:,268.899,6.632251157580372,268.917,-96.34217471007094,268.899,102.9744258676513,
SFT:,269.462,6.632251157580372,269.468,-95.99310885969999,269.462,102.62536001728036,
SFT:,269.64,6.981317007990826,269.844,-95.99310885968008,269.64,102.9744258676709,
SFT:,270.19,6.981317007970964,270.396,-95.29497715889912,270.19,102.27629416687007,
SFT:,270.736,7.679448708772048,270.963,-94.94591130850827,270.736,102.62536001728031,
SFT:,271.293,7.679448708772048,271.142,-94.5968454580979,271.293,102.27629416686995,
SFT:,271.846,7.679448708772048,271.705,-94.2477796076875,271.846,101.92722831645955,
SFT:,272.408,6.632251157580372,272.258,-93.89871375729666,272.408,100.53096491487703,
SFT:,272.966,6.283185307169917,272.822,-94.2477796076875,272.966,100.53096491485742,
SFT:,273.35,5.93411945677929,273.373,-93.89871375729666,273.35,99.83283321407595,
SFT:,273.917,5.585053606388696,273.925,-93.54964790690617,273.917,99.13470151329487,
SFT:,274.472,5.585053606388696,274.484,-93.54964790688628,274.472,99.13470151327498,
SFT:,274.647,5.585053606388696,274.867,-93.54964790690617,274.647,99.13470151329487,
SFT:,275.21,5.585053606388696,275.436,-93.54964790688628,275.21,99.13470151327498,
SFT:,275.765,5.585053606388696,275.99,-93.2005820564958,275.765,98.7856356628845,
SFT:,276.151,4.886921905587612,276.174,-93.54964790688628,276.151,98.43656981247389,
SFT:,276.695,4.886921905587612,276.738,-93.2005820564958,276.695,98.08750396208342,
SFT:,277.245,4.886921905587612,277.301,-93.2005820564958,277.245,98.08750396208342,
SFT:,277.808,5.235987755978241,277.855,-93.2005820564958,277.808,98.43656981247405,
SFT:,278.365,5.235987755978241,278.406,-93.2005820564958,278.365,98.43656981247405,
SFT:,278.923,4.886921905587612,278.961,-92.85151620610529,278.923,97.7384381116929,
SFT:,279.481,4.886921905587612,279.335,-92.8515162060854,279.481,97.73843811167302,
SFT:,279.852,4.53785605519702,279.897,-92.85151620610529,279.852,97.38937226130231,
SFT:,280.417,4.188790204786565,280.448,-92.8515162060854,280.417,97.04030641087198,
SFT:,280.975,4.5378560551771585,280.828,-93.2005820564958,280.975,97.73843811167296,
SFT:,281.159,4.188790204786565,281.392,-93.54964790688628,281.159,97.73843811167285,
SFT:,281.714,4.188790204786565,281.955,-94.596845458078,281.714,98.78563566286456,
SFT:,282.277,3.839724354395937,282.13,-94.2477796076875,282.277,98.08750396208345,
SFT:,282.831,3.490658503985482,282.681,-94.94591130848839,282.831,98.43656981247388,
SFT:,283.383,4.188790204786565,283.26,-94.94591130848839,283.383,99.13470151327496,
SFT:,283.939,4.188790204786565,283.814,-95.29497715889912,283.939,99.48376736368569,
SFT:,284.49,4.188790204786565,284.379,-96.34217471009049,284.49,100.53096491487706,
SFT:,284.879,4.188790204786565,284.933,-96.69124056048132,284.879,100.88003076526789,
SFT:,285.42,4.5378560551771585,285.327,-97.0403064108917,285.42,101.57816246606886,
SFT:,285.983,4.188790204786565,285.89,-97.0403064108718,285.983,101.22909661565838,
SFT:,286.176,4.53785605519702,286.445,-97.38937226128218,286.176,101.9272283164792,
SFT:,286.723,4.5378560551771585,286.631,-97.0403064108718,286.723,101.57816246604897,
SFT:,287.46,4.886921905587612,287.176,-97.38937226128218,287.46,102.27629416686979,
